# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250601
# Fecha de finalización: 20250630
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para "" filtro VC-10 """,0,1,0,1,1,0,1,1,0,4
"Resultados para "" led """,0,1,0,1,1,0,1,1,89,6
"Resultados para "" piscina """,0,2,0,1,1,0,1,2,30,10
"Resultados para ""0029 """,0,1,0,1,1,0,1,1,15,5
"Resultados para ""010590 """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""1000292 """,0.5,2,0,1,1,0,1,2,2,9
"Resultados para ""100060 """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""100292 """,0,2,0,1,1,0,1,2,2,8
"Resultados para ""100707 """,0,1,0,1,1,0,1,1,12,5
"Resultados para ""103 """,0,3,0,2,1,0,2,1.5,47,11
"Resultados para ""1030 """,0,2,0,2,2,0,2,1,20.5,11
"Resultados para ""10300 """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""1046 """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""105001 """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""105019 """,0,1,0,1,1,0,1,1,46,6
"Resultados para ""105023 """,0,2,0,1,1,0,1,2,8,6
"Resultados para ""10604 """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""106040 """,0,2,0,1,1,0,1,2,13,6
"Resultados para ""106041 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""106042 """,0,2,0,1,1,0,1,2,18,8
"Resultados para ""106201 """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""106207 """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""107003 """,0.2,5,0,4,4,0,4,1.25,5.75,15
"Resultados para ""109030 """,0,1,0,1,1,0,1,1,10,6
"Resultados para ""110 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""11000 """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""110000 """,0,2,0,2,2,0,2,1,6.5,12
"Resultados para ""11005 """,0,2,0,1,1,0,1,2,9,11
"Resultados para ""110231 """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""110300 """,0,1,0,1,1,0,1,1,0,3
"Resultados para ""111016 """,0,1,0,1,0,0,1,1,11,6
"Resultados para ""112018 """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""112019 """,0,3,0,3,3,0,3,1,5.666666666666667,13
"Resultados para ""112038 """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""112315 """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""112318 """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""113032 """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""120013 """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""126006 """,0,1,0,1,1,0,1,1,4,6
"Resultados para ""132215 """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""135024 """,0,1,0,1,1,0,1,1,16,5
"Resultados para ""135924 """,0,4,0,3,3,0,3,1.3333333333333333,16,20
"Resultados para ""136355 """,0,1,0,1,1,0,1,1,19,6
"Resultados para ""13721 """,0,1,0,1,0,0,1,1,4,5
"Resultados para ""139910 """,0,3,0,3,2,0,3,1,7.333333333333333,15
"Resultados para ""139911 """,0,4,0,4,4,0,4,1,17.5,21
"Resultados para ""13992 """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""139920 """,0,1,0,1,0,0,1,1,3,6
"Resultados para ""142328 """,0,1,0,1,1,0,1,1,7,6
"Resultados para ""1432901 """,0,4,0,1,1,0,1,4,30,18
"Resultados para ""143601 """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""145000 """,0,1,0,1,1,0,1,1,12,3
"Resultados para ""160050 """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""16060 """,0,1,0,1,1,0,1,1,1,4
"Resultados para ""1626560063 """,0,1,0,1,1,0,1,1,24,5
"Resultados para ""1717p """,0,1,0,1,1,0,1,1,29,3
"Resultados para ""18701 """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""2 """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""2 vias """,0,6,0,2,1,0,2,3,48,23
"Resultados para ""20029 """,0,2,0,1,1,0,1,2,7,13
"Resultados para ""229003 """,0,3,0,2,2,0,2,1.5,11.5,17
"Resultados para ""229004 """,0,1,0,1,1,0,1,1,72,5
"Resultados para ""23019 """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""232021 """,0,1,0,1,0,0,1,1,6,5
"Resultados para ""2321020 """,0,1,0,1,1,0,1,1,2,5
"Resultados para ""232115 """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""23300 """,0,3,0,1,1,0,1,3,122,15
"Resultados para ""23300a """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""233050 """,0,1,0,1,1,0,1,1,11,6
"Resultados para ""233059 """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""23307 """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""233090 """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""233102 """,0,1,0,1,1,0,1,1,58,5
"Resultados para ""233121 """,0,1,0,1,1,0,1,1,63,5
"Resultados para ""233360 """,0,1,0,1,1,0,1,1,8,4
"Resultados para ""234002 """,0,3,0,2,2,0,2,1.5,40,17
"Resultados para ""234003 """,0,4,0,4,4,0,4,1,18.75,16
"Resultados para ""234004 """,0,3,0,3,3,0,3,1,35,14
"Resultados para ""235132 """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""23600 """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""23609 """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""23616 """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""237002 """,0,3,0,1,1,0,1,3,13,9
"Resultados para ""237012 """,0,1,0,1,1,0,1,1,25,4
"Resultados para ""237033 """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""237036 """,0.5,1,0,1,1,0,1,1,0,5
"Resultados para ""238108 """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""239001a """,0,1,0,1,1,0,1,1,43,5
"Resultados para ""2390032 """,0,1,0,1,1,0,1,1,2,5
"Resultados para ""239027 """,0,2,0,2,2,0,2,1,153.5,9
"Resultados para ""239042 """,0,2,0,2,2,0,2,1,22,10
"Resultados para ""239063 """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""23915 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""239157 """,0,2,0,2,2,0,2,1,0.5,6
"Resultados para ""23936A """,0.25,3,0,3,3,0,3,1,6.333333333333333,12
"Resultados para ""23936a """,0,1,0,1,0,0,1,1,3,3
"Resultados para ""241083 """,0.5,1,0,1,1,0,1,1,10,6
"Resultados para ""246045 """,0,1,0,1,1,0,1,1,13,4
"Resultados para ""247049 """,0,1,0,1,1,0,1,1,17,5
"Resultados para ""247127 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""25 """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""250 """,0,1,0,1,1,0,1,1,5,6
"Resultados para ""251063 """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""252010 """,0,1,0,1,1,0,1,1,24,5
"Resultados para ""299-011-0333 """,0,1,0,1,1,0,1,1,25,5
"Resultados para ""3 vias """,0,2,0,1,1,0,1,2,22,6
"Resultados para ""333020 """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""352050 """,0,1,0,1,1,0,1,1,2,7
"Resultados para ""40001 """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""400111 """,0,1,0,1,1,0,1,1,9,4
"Resultados para ""5 vias """,0,1,0,1,1,0,1,1,12,4
"Resultados para ""50 """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""50004 """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""551012 """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""551019 """,0,1,0,1,1,0,1,1,19,5
"Resultados para ""551041 """,0.5,2,0,1,1,0,1,2,0,8
"Resultados para ""5980 """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""6 vias """,0,2,0,1,1,0,1,2,14,13
"Resultados para ""600010 """,0.5,1,0,1,1,0,1,1,3,6
"Resultados para ""600011 """,0,1,0,1,1,0,1,1,466,5
"Resultados para ""600450 """,0,1,0,1,1,0,1,1,5,6
"Resultados para ""63 """,0,1,0,1,1,0,1,1,5,6
"Resultados para ""8 """,0,3,0,1,1,0,1,3,26,9
"Resultados para ""8 ruedas """,0,2,0,1,1,0,1,2,6,6
"Resultados para ""A13A4 """,0,1,0,1,1,0,1,1,34,3
"Resultados para ""A15A3 """,0,1,0,1,1,0,1,1,32,4
"Resultados para ""ABLANDADOR DE AGUA CON SALERO MOD. VA-025 (ROTAM) VUL1A0000160050 """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""ACOPLE RAPIDO ESPGADO """,0,1,0,1,0,0,1,1,48,4
"Resultados para ""ALGUICIDA """,0,1,0,1,0,0,1,1,12,4
"Resultados para ""ALGUICIDA 5 LT """,0,2,0,1,0,0,1,2,45,10
"Resultados para ""AMORTIGUADORES """,0,1,0,1,0,0,1,1,11,4
"Resultados para ""ANC """,0,1,0,1,1,0,1,1,8,6
"Resultados para ""ANCLAJE """,0,1,0,1,1,0,1,1,0,3
"Resultados para ""ARO """,0,3,0,3,3,0,3,1,7.666666666666667,12
"Resultados para ""AUTODRENANTE """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""Ablandador """,0,3,0,2,1,0,2,1.5,7,10
"Resultados para ""Acople """,0,2,0,2,2,0,2,1,32,7
"Resultados para ""Acople combinado """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Adaptador """,0,5,0,1,0,0,1,5,26,21
"Resultados para ""Aisi """,0,2,0,1,1,0,1,2,17,11
"Resultados para ""Alguicida """,0,1,0,1,0,0,1,1,21,5
"Resultados para ""Alguicida liquido """,0,2,0,1,1,0,1,2,6,8
"Resultados para ""Alguicidas """,0,2,0,1,1,0,1,2,19,10
"Resultados para ""Aro fijo """,0,1,0,1,1,0,1,1,52,5
"Resultados para ""Aro fijo pegar """,0,1,0,1,1,0,1,1,66,4
"Resultados para ""Automático """,0,2,0,1,0,0,1,2,0,5
"Resultados para ""BAC """,0,1,0,1,0,0,1,1,22,7
"Resultados para ""BAC 200 """,0,2,0,1,1,0,1,2,22,8
"Resultados para ""BAC 300 """,0,2,0,2,1,0,2,1,7,6
"Resultados para ""BAC 75 """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""BAD """,0,1,0,1,1,0,1,1,48,3
"Resultados para ""BAE """,0,2,0,2,2,0,2,1,13,11
"Resultados para ""BAE 075 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""BAE 100 """,0,1,0,1,0,0,1,1,26,3
"Resultados para ""BAE-100 """,0,1,0,1,1,0,1,1,9,6
"Resultados para ""BAP """,0,2,0,1,1,0,1,2,25,7
"Resultados para ""BARREFONDO """,0,1,0,1,1,0,1,1,11,5
"Resultados para ""BAS """,0,2,0,2,2,0,2,1,29,8
"Resultados para ""BAS 050 """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""BAS-0.50HP 220V-50HZ """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""BASE """,0,1,0,1,1,0,1,1,12,6
"Resultados para ""BAT """,0.3333333333333333,2,0,2,2,0,2,1,8.5,10
"Resultados para ""BAT AUTOCEBANTE """,0,1,0,1,1,0,1,1,276,3
"Resultados para ""BAe 75 """,0,1,0,1,1,0,1,1,11,5
"Resultados para ""BOMBA """,0,1,0,1,1,0,1,1,19,6
"Resultados para ""BOMBA DE PICSINA MOVIL """,0,1,0,1,1,0,1,1,119,4
"Resultados para ""BOMBA DE PICSINA+ """,0,1,0,1,1,0,1,1,14,6
"Resultados para ""BOMBA PISCINA BAT 100-3 """,0,1,0,1,0,0,1,1,15,3
"Resultados para ""BOMBA PROFESIONAL 2 HP 380 V """,0,1,0,1,1,0,1,1,120,9
"Resultados para ""BOMBA PROFESIONAL 2.7 HP 380 V """,0,1,0,1,1,0,1,1,22,3
"Resultados para ""BOMBA TRIFASICA """,0,1,0,1,1,0,1,1,29,3
"Resultados para ""BOMBAS DOSIFICADORAS """,0.5,1,0,1,1,0,1,1,0,5
"Resultados para ""BOQUILLA """,0,1,0,1,1,0,1,1,53,6
"Resultados para ""BOQUILLA P/MANGO TELESCOPICO """,0,1,0,1,1,0,1,1,1,6
"Resultados para ""BOYA """,0,2,0,1,1,0,1,2,4,6
"Resultados para ""BOYAS """,0,2,0,1,0,0,1,2,192,7
"Resultados para ""BUJE 2\"" """,0,1,0,1,1,0,1,1,12,4
"Resultados para ""Bae 050 """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""Bae 075 """,0,2,0,1,1,0,1,2,5,6
"Resultados para ""Bae 100 """,0,1,0,1,0,0,1,1,16,3
"Resultados para ""Bae 75 """,0,1,0,1,0,0,1,1,16,5
"Resultados para ""Bae100 """,0,2,0,2,0,0,2,1,4.5,8
"Resultados para ""Bap 050 """,0,1,0,1,1,0,1,1,29,4
"Resultados para ""Baranda """,0,5,0,1,0,0,1,5,25,25
"Resultados para ""Barra cobre """,0,1,0,1,0,0,1,1,3,3
"Resultados para ""Barre fondo """,0,1,0,1,0,0,1,1,22,3
"Resultados para ""Bas 033 """,0,1,0,1,1,0,1,1,39,4
"Resultados para ""Bases de combustibles """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Boca de fondo """,0,2,0,1,0,0,1,2,31,4
"Resultados para ""Bomba """,0,4,0,4,0,0,4,1,19,16
"Resultados para ""Bomba 1,5 hp """,0,1,0,1,0,0,1,1,43,4
"Resultados para ""Bomba 3/4 """,0,1,0,1,0,0,1,1,23,3
"Resultados para ""Bomba 50 hp """,0,1,0,1,0,0,1,1,23,3
"Resultados para ""Bomba 50 yo """,0,1,0,1,0,0,1,1,4,5
"Resultados para ""Bomba Autocebante BAC Vulcano 1.50 HP """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""Bomba C """,0,1,0,1,0,0,1,1,39,4
"Resultados para ""Bomba Para Piscina Baf 033 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""Bomba Vulcano Autocebante Bac 300-3 (mi) 2,7hp Trifasica """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""Bomba auto ceba """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""Bomba auto ceba te """,0,1,0,1,0,0,1,1,14,6
"Resultados para ""Bomba autocevante 4 hp """,0,6,0,1,0,0,1,6,92,28
"Resultados para ""Bomba bae """,0,2,0,2,0,0,2,1,8,6
"Resultados para ""Bomba bat """,0,1,0,1,0,0,1,1,13,3
"Resultados para ""Bomba calor """,0,4,0,3,2,0,3,1.3333333333333333,35,13
"Resultados para ""Bomba de agua Marca VULCANO. Modelo BAC-3-3. 2.7 HP. 2850rpm. 380V """,0,1,0,1,0,0,1,1,7,5
"Resultados para ""Bomba de calor """,0,9,0,2,2,0,2,4.5,45,32
"Resultados para ""Bomba de calor 150 """,0.5,1,0,1,1,0,1,1,19,6
"Resultados para ""Bomba frío """,0,1,0,1,0,0,0,0,0,3
"Resultados para ""Bomba para piscina bap 150 """,0,1,0,1,0,0,1,1,15,3
"Resultados para ""Bomba piscina """,0,1,0,1,0,0,1,1,38,3
"Resultados para ""Bombas """,0,5,0,2,1,0,2,2.5,22,16
"Resultados para ""Bombas de calor """,0,3,0,3,1,0,3,1,4.333333333333333,9
"Resultados para ""Boquilla """,0,1,0,1,0,0,1,1,15,3
"Resultados para ""Borde atermico """,0,8,0,1,1,0,1,8,153,28
"Resultados para ""Bornera """,0,1,0,1,1,0,1,1,11,3
"Resultados para ""Boya """,0,2,0,2,0,0,2,1,5.5,6
"Resultados para ""Boya dosificadora """,0,1,0,1,1,0,1,1,32,3
"Resultados para ""C0104251093 """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""CAJA """,0,1,0,1,0,0,1,1,13,4
"Resultados para ""CAMARA DE FONDO """,0,1,0,1,1,0,1,1,39,4
"Resultados para ""CARCASA DE FILTRACION BIG BLUE LARGO 20 """,0,1,0,1,1,0,1,1,11,5
"Resultados para ""CARGA """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""CARTUCHO CARBON BLOCK 10\"" """,0,1,0,1,1,0,1,1,28,5
"Resultados para ""CASCADA """,0,4,0,4,4,0,4,1,12.5,15
"Resultados para ""CASCADAS """,0,1,0,1,1,0,1,1,21,4
"Resultados para ""CASILLA """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""CATALAGO """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""CAÑON """,0,1,0,1,1,0,1,1,46,5
"Resultados para ""CEPILL """,0,1,0,1,1,0,1,1,11,3
"Resultados para ""CEPILLO """,0,3,0,3,2,0,3,1,12.666666666666666,13
"Resultados para ""CLARIFICANTE """,0,1,0,1,1,0,1,1,13,6
"Resultados para ""CLORADOR """,0,1,0,1,0,0,1,1,9,4
"Resultados para ""CLORO """,0,2,0,1,1,0,1,2,13,6
"Resultados para ""CLORO GRANULADO """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""COBERTOR """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""COLECTOR """,0,2,0,2,2,0,2,1,31.5,6
"Resultados para ""CONTACTO """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""CONTROLADOR 4AMP RGB-12/66 C/CONTROL REMOTO RF """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""CUARZO """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""Cabezal """,0,1,0,1,1,0,1,1,36,5
"Resultados para ""Cabezal neumático p/aceite – CA280 """,0,1,0,1,0,0,1,1,20,5
"Resultados para ""Caja """,0,1,0,1,0,0,1,1,8,3
"Resultados para ""Caja De Conexión """,0,1,0,1,1,0,1,1,14,4
"Resultados para ""Caja conexión """,0,3,0,2,0,0,2,1.5,66,12
"Resultados para ""Caja conexión BAP 100 """,0,1,0,1,0,0,1,1,36,5
"Resultados para ""Calor """,0,1,0,1,0,0,1,1,10,3
"Resultados para ""Canasta """,0,1,0,1,1,0,1,1,3,6
"Resultados para ""Canasto """,0,6,0,1,1,0,1,6,284,29
"Resultados para ""Capacitor """,0,1,0,1,0,0,1,1,19,3
"Resultados para ""Capacitor BAP 100 """,0,1,0,1,0,0,1,1,23,3
"Resultados para ""Carcasa """,0,2,0,1,0,0,1,2,15,8
"Resultados para ""Carga """,0,1,0,1,1,0,1,1,19,4
"Resultados para ""Carga filtrante """,0,3,0,1,1,0,1,3,23,9
"Resultados para ""Carrito """,0,1,0,1,1,0,1,1,13,3
"Resultados para ""Cascada """,0,7,0,3,2,0,3,2.3333333333333335,22.666666666666668,22
"Resultados para ""Cascada 0,80 """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""Cascadas """,0,3,0,1,0,0,1,3,15,8
"Resultados para ""Casilla """,0,1,0,1,0,0,1,1,30,4
"Resultados para ""Casilla para filtro """,0,1,0,1,1,0,1,1,20,3
"Resultados para ""Casilla vc30 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""Caño """,0,1,0,1,0,0,1,1,24,3
"Resultados para ""Cepillo """,0,2,0,2,2,0,2,1,66.5,9
"Resultados para ""Cepillo limpiafondo """,0,2,0,1,1,0,1,2,30,9
"Resultados para ""Clamp """,0,3,0,2,1,0,2,1.5,28,9
"Resultados para ""Climatizador """,0,2,0,2,0,0,2,1,9.5,6
"Resultados para ""Clorador """,0,3,0,2,1,0,2,1.5,19,11
"Resultados para ""Cloro """,0,2,0,1,1,0,1,2,43,10
"Resultados para ""Cloro granulado """,0,1,0,1,1,0,1,1,25,3
"Resultados para ""Cloro granulado 1kg """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""Cloro triple accion """,0,1,0,1,1,0,1,1,20,3
"Resultados para ""Colector """,0,1,0,1,0,0,1,1,8,3
"Resultados para ""Condensador """,0,2,0,1,0,0,1,2,12,8
"Resultados para ""Conexión """,0,2,0,1,0,0,1,2,49,6
"Resultados para ""Contacto servicio tecnico """,0,1,0,1,0,0,1,1,22,4
"Resultados para ""Control """,0,1,0,1,1,0,1,1,22,3
"Resultados para ""Control luces """,0,1,0,1,0,0,1,1,21,4
"Resultados para ""Control remoto """,0,1,0,1,0,0,1,1,38,7
"Resultados para ""DOSIFICADOR """,0,1,0,1,1,0,1,1,2,4
"Resultados para ""DUCHA SOLAR """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""De pegar """,0,1,0,1,1,0,1,1,20,3
"Resultados para ""Dell 5420 """,0,1,0,1,0,0,1,1,9,4
"Resultados para ""Desagotar """,0,1,0,1,0,0,1,1,7,5
"Resultados para ""Difusor """,0,1,0,1,0,0,1,1,20,3
"Resultados para ""Distribuidor de bombas """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Dosador """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""Dosificador """,0,1,0,1,0,0,1,1,23,4
"Resultados para ""Dosificador cloro """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""ELECTROBOMBA """,0,1,0,1,1,0,1,1,9,6
"Resultados para ""ESPIGA """,0,1,0,1,1,0,1,1,2,4
"Resultados para ""ESTANCA """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""ESTATOR """,0,5,0,3,3,0,3,1.6666666666666667,60,21
"Resultados para ""ESTRELLA """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""Eléctrico """,0,1,0,1,0,0,1,1,20,6
"Resultados para ""Entrerosca """,0,3,0,1,1,0,1,3,19,11
"Resultados para ""Equipo de climatizador """,0,1,0,1,1,0,1,1,11,4
"Resultados para ""Escalera """,0,3,0,1,1,0,1,3,16,10
"Resultados para ""Esponja """,0,1,0,1,0,0,1,1,10,3
"Resultados para ""Estanco """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""Estator 3/4 """,0,1,0,1,0,0,1,1,21,3
"Resultados para ""Estator bobinado BAE 0,75 """,0,1,0,1,0,0,1,1,62,3
"Resultados para ""FB006 """,0,1,0,1,0,0,1,1,3,4
"Resultados para ""FILTRO """,0.25,3,0,2,2,0,2,1.5,16.5,10
"Resultados para ""FILTRO VC """,0,2,0,1,0,0,1,2,12,10
"Resultados para ""FILTRO VC200 """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""FILTROS """,0,3,0,3,2,0,3,1,22.333333333333332,17
"Resultados para ""FONDO """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""FUENTE SWITCHING 12V 2A (24W) """,0,1,0,1,1,0,1,1,77,5
"Resultados para ""Filatro """,0,1,0,1,0,0,1,1,30,5
"Resultados para ""Filtro """,0,9,0,6,1,0,6,1.5,16.666666666666668,38
"Resultados para ""Filtro Marca Vulcano- Mod FB/1400 74m3h Ø1400mm, Incluye Manifold de 5 Valvulas de Mariposa 110mm """,0,1,0,1,0,0,1,1,16,6
"Resultados para ""Filtro Mod FB/1400 74m3h Ø1400mm, Incluye Manifold de 5 Valvulas de Mariposa 110mm """,0,2,0,1,0,0,1,2,25,8
"Resultados para ""Filtro VB-300 para piscina olímpica """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""Filtro papel """,0,1,0,1,0,0,1,1,11,6
"Resultados para ""Filtro polifosfato """,0,1,0,1,0,0,1,1,17,3
"Resultados para ""Filtro vc 10 """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""Filtro vc 200 """,0,1,0,1,1,0,1,1,26,4
"Resultados para ""Filtro vc 50 """,0.3333333333333333,2,0,2,1,0,2,1,7.5,9
"Resultados para ""Filtros """,0,2,0,2,2,0,2,1,9.5,6
"Resultados para ""Filtros de combustibles """,0,1,0,1,0,0,1,1,30,5
"Resultados para ""Filtros vc """,0,1,0,1,0,0,1,1,10,3
"Resultados para ""Flexible """,0,1,0,1,1,0,1,1,11,6
"Resultados para ""Foco """,0,1,0,1,0,1,1,1,12,5
"Resultados para ""Foco rgb """,0,1,0,1,1,0,1,1,21,3
"Resultados para ""Fondo """,0,1,0,1,0,0,1,1,11,3
"Resultados para ""Fuente """,0,2,0,1,0,0,1,2,0,5
"Resultados para ""Fuente de Alimentación LED Sellada IP66 – 12V 200W Vulcano para Luces de Pileta """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""Garantía """,0,1,0,1,0,0,1,1,16,4
"Resultados para ""Garita """,0,1,0,1,1,0,1,1,18,6
"Resultados para ""HL """,0,1,0,1,0,0,1,1,2,4
"Resultados para ""HLFF """,0,1,0,1,0,0,1,1,3,5
"Resultados para ""HLL """,0,1,0,1,0,0,1,1,3,5
"Resultados para ""HORQUETA """,0,1,0,1,1,0,1,1,30,4
"Resultados para ""Hidro """,0,3,0,1,1,0,1,3,18,11
"Resultados para ""Hidromasaje """,0,4,0,1,1,0,1,4,15,17
"Resultados para ""I9nizador """,0,1,0,1,0,0,1,1,12,5
"Resultados para ""IMPULSOR """,0.5,1,0,1,1,0,1,1,0,5
"Resultados para ""IONIZADOR """,0,1,0,1,1,0,1,1,340,5
"Resultados para ""Iluminaria """,0,1,0,1,0,0,1,1,15,4
"Resultados para ""Impulsor """,0,2,0,2,0,0,2,1,13.5,6
"Resultados para ""Inionizador solar """,0,1,0,1,0,0,1,1,14,4
"Resultados para ""Ion """,0,1,0,1,0,0,1,1,12,3
"Resultados para ""Ionizador """,0,2,0,2,1,0,2,1,6,6
"Resultados para ""Ionizador solar flotante """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""Ionizadorizador """,0,2,0,1,0,0,1,2,6,8
"Resultados para ""Junta hojas """,0,1,0,1,0,0,1,1,9,3
"Resultados para ""K119010 """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""KIT DE DESPACHO """,0,1,0,1,0,0,1,1,11,6
"Resultados para ""KIT DE DESPACHO DE ACEITE PARA TAMBOR DE 205 LTS """,0,4,0,1,0,0,1,4,57,18
"Resultados para ""KIT DE DESPACHO de aceite """,0,1,0,1,0,0,1,1,3,3
"Resultados para ""Kit """,0,1,0,1,1,0,1,1,12,3
"Resultados para ""Kit de analisis """,0,4,0,1,1,0,1,4,19,21
"Resultados para ""Kit de limpieza """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""Kit limpieza """,0,1,0,1,0,0,1,1,7,4
"Resultados para ""LIMPIAFONDO """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""LIMPIAFONDO OVALADO CON CEPILLOS DE PP """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""LLAVE DE PASO """,0,1,0,1,1,0,1,1,57,4
"Resultados para ""LUCES """,0,1,0,1,0,0,1,1,12,6
"Resultados para ""LUCZ """,0,1,0,1,0,0,1,1,10,6
"Resultados para ""LUMIPOOL """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""LUZ """,0,1,0,1,0,0,1,1,30,5
"Resultados para ""Laboratorio """,0,2,0,1,0,0,1,2,18,8
"Resultados para ""Led """,0,4,0,2,0,0,2,2,21,14
"Resultados para ""Limpia fondo """,0,1,0,1,1,0,1,1,28,4
"Resultados para ""Limpiafondo """,0,3,0,1,1,0,1,3,91,14
"Resultados para ""Limpiafondo media luna """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""Llave de ocomando """,0,3,0,1,0,0,1,3,26,16
"Resultados para ""Llave muñtifuncion """,0,2,0,1,0,0,1,2,22,10
"Resultados para ""Luces """,0,1,0,1,0,0,1,1,123,5
"Resultados para ""Luces Pool led """,0,1,0,1,0,0,1,1,14,4
"Resultados para ""Luces led piscinas """,0,1,0,1,0,0,1,1,45,6
